"","Binaria","Ordinal","rpb","Bin_0","Bin_1","Missing"
"30","Fuma","Oswestry8_v1","-0.0842156202858341","148","45","39"
"31","Fuma","Oswestry9_v1","-0.00757784450004015","148","45","39"
"32","Fuma","Oswestry10_v1","-0.0831929672646481","148","45","39"
"33","Fuma","Somatoria_Owestry","-0.00576613053556444","148","45","39"
"34","Fuma","Ord_RMDQ","0.386978517368959","97","19","19"
"35","Fuma","SF12_M1_1_v1","-0.0811442932466219","148","45","39"
"36","Fuma","SF12_M1_2_v1","-0.0952951817879108","148","45","39"
"37","Fuma","SF12_M1_3_v1","-0.00793300160294897","148","45","39"
"38","Fuma","SF12_M1_4_v1","-0.0174549518008975","148","45","39"
"39","Fuma","SF12_M1_5_v1","-0.0039908852968347","148","45","39"
"40","Fuma","SF12_M1_6_v1","-0.0878279840228916","148","45","39"
"41","Fuma","SF12_M1_7_v1","-0.113793768135503","148","45","39"
"42","Fuma","SF12_M1_8_v1","0.0649995975847712","148","45","39"
"43","Fuma","SF12_M1_9_v1","0.035997214745923","148","45","39"
"44","Fuma","SF12_M1_10_v1","0.0139461050654631","148","45","39"
"45","Fuma","SF12_M1_11_v1","-0.0322903163582125","148","45","39"
"46","Fuma","SF12_M1_12_v1","0.0964818984299572","148","45","39"
"47","Cirurgia_coluna","Se_SP_haquantosanos","-0.61313001698415","14","7","4"
"48","Cirurgia_coluna","QtCirColuna","0.863549537927935","75","55","16"
"49","Cirurgia_coluna","Trabalho_Cansativo","-0.127410225065","66","56","17"
"50","Cirurgia_coluna","Licenca_Tempo","-0.9999","1","2","3"
"51","Cirurgia_coluna","Tempo_dor_costas","0.0599722393311926","68","58","16"
"52","Cirurgia_coluna","Tempo_dor_pernas","0.116972799688928","67","57","17"
"53","Cirurgia_coluna","Andar_velocidade","0.0604613601953598","63","55","17"
"54","Cirurgia_coluna","Dor_costas_VAS","-0.0230483886761674","97","67","17"
"55","Cirurgia_coluna","Dor_pernas_VAS","0.254094569408531","110","74","18"
"56","Cirurgia_coluna","IDADE","0.0293669103146815","105","71","26"
"57","Cirurgia_coluna","BPI_3_v1","-0.0156351414823113","131","79","26"
"58","Cirurgia_coluna","BPI_4_v1","0.0331859163026207","131","79","26"
"59","Cirurgia_coluna","BPI_5_v1","-0.0166483808681267","131","79","26"
"60","Cirurgia_coluna","BPI_6_v1","-0.0997827808831436","59","55","17"
"61","Cirurgia_coluna","BPI_8_v1","0.0368976051282242","87","52","21"
"62","Cirurgia_coluna","BPI_9a_v1","0.114320829605636","84","50","21"
"63","Cirurgia_coluna","BPI_9b_v1","0.111795834263073","84","50","21"
"64","Cirurgia_coluna","BPI_9c_v1","0.0898220522257463","84","50","21"
"65","Cirurgia_coluna","BPI_9d_v1","0.0742039191448873","84","50","21"
"66","Cirurgia_coluna","BPI_9e_v1","0.072605070074739","84","50","21"
"67","Cirurgia_coluna","BPI_9f_v1","-0.00976626555392911","84","50","21"
"68","Cirurgia_coluna","BPI_9g_v1","0.0617683279378176","84","50","21"
"69","Cirurgia_coluna","Oswestry1_v1","0.0209492874833678","129","77","26"
"70","Cirurgia_coluna","Oswestry2_v1","0.0770812048105803","129","77","26"
"71","Cirurgia_coluna","Oswestry3_v1","0.106178534371235","129","77","26"
"72","Cirurgia_coluna","Oswestry4_v1","0.063493419740449","129","77","26"
"73","Cirurgia_coluna","Oswestry5_v1","0.136686588840347","129","77","26"
"74","Cirurgia_coluna","Oswestry6_v1","0.114236550509423","129","77","26"
"75","Cirurgia_coluna","Oswestry7_v1","0.0543943936079304","129","77","26"
"76","Cirurgia_coluna","Oswestry8_v1","0.01776383050622","129","77","26"
"77","Cirurgia_coluna","Oswestry9_v1","0.0499655987199248","129","77","26"
"78","Cirurgia_coluna","Oswestry10_v1","-0.0080524403241164","129","77","26"
"79","Cirurgia_coluna","Somatoria_Owestry","0.0659554366168211","129","77","26"
"80","Cirurgia_coluna","Ord_RMDQ","0.0538527033991296","78","44","13"
"81","Cirurgia_coluna","SF12_M1_1_v1","-0.203695499481943","129","77","26"
"82","Cirurgia_coluna","SF12_M1_2_v1","0.0987739803444208","129","77","26"
"83","Cirurgia_coluna","SF12_M1_3_v1","0.0680034763840477","129","77","26"
"84","Cirurgia_coluna","SF12_M1_4_v1","0.127859518511015","129","77","26"
"85","Cirurgia_coluna","SF12_M1_5_v1","0.0685684705489707","129","77","26"
"86","Cirurgia_coluna","SF12_M1_6_v1","0.0904519434739812","129","77","26"
"87","Cirurgia_coluna","SF12_M1_7_v1","0.0952148914659129","129","77","26"
"88","Cirurgia_coluna","SF12_M1_8_v1","-0.0198755593150744","129","77","26"
"89","Cirurgia_coluna","SF12_M1_9_v1","0.0171250162115421","129","77","26"
"90","Cirurgia_coluna","SF12_M1_10_v1","0.00259250130920281","129","77","26"
"91","Cirurgia_coluna","SF12_M1_11_v1","0.0337975617010135","129","77","26"
"92","Cirurgia_coluna","SF12_M1_12_v1","0.0326303538595863","129","77","26"
"93","Aposentado","Se_SP_haquantosanos","0.131688154007092","16","9","0"
"94","Aposentado","QtCirColuna","0.191117236578527","102","17","27"
"95","Aposentado","Trabalho_Cansativo","-0.505101728054782","105","34","0"
"96","Aposentado","Licenca_Tempo","-0.500007353389554","4","2","0"
"97","Aposentado","Tempo_dor_costas","0.0100163149904319","103","34","5"
"98","Aposentado","Tempo_dor_pernas","-0.109308172896149","103","33","5"
"99","Aposentado","Andar_velocidade","-0.214881234857641","103","31","1"
"100","Aposentado","Dor_costas_VAS","0.121355022425877","133","35","13"
"101","Aposentado","Dor_pernas_VAS","0.092038785242803","153","36","13"
"102","Aposentado","IDADE","0.5859499925336","155","33","14"
"103","Aposentado","BPI_3_v1","0.00222242620416838","162","37","37"
"104","Aposentado","BPI_4_v1","-0.0572175203446417","162","37","37"
"105","Aposentado","BPI_5_v1","0.00516459107999291","162","37","37"
"106","Aposentado","BPI_6_v1","-0.021667004847569","98","31","2"
"107","Aposentado","BPI_8_v1","-0.21283575194427","116","23","21"
"108","Aposentado","BPI_9a_v1","0.0314736459241226","108","24","23"
"109","Aposentado","BPI_9b_v1","-0.0317234517607508","108","24","23"
"110","Aposentado","BPI_9c_v1","-0.00824996035194439","108","24","23"
"111","Aposentado","BPI_9d_v1","0.0749794013873621","108","24","23"
"112","Aposentado","BPI_9e_v1","-0.0758721430731036","108","24","23"
"113","Aposentado","BPI_9f_v1","0.115985102491589","108","24","23"
"114","Aposentado","BPI_9g_v1","0.11956975795391","108","24","23"
"115","Aposentado","Oswestry1_v1","-0.00219633784076124","160","35","37"
"116","Aposentado","Oswestry2_v1","0.111539027490766","160","35","37"
"117","Aposentado","Oswestry3_v1","-0.0704223720756232","160","35","37"
"118","Aposentado","Oswestry4_v1","0.0106941249431086","160","35","37"
"119","Aposentado","Oswestry5_v1","-0.0956833862059094","160","35","37"
"120","Aposentado","Oswestry6_v1","-0.0742276689956241","160","35","37"
"121","Aposentado","Oswestry7_v1","0.0164423488871353","160","35","37"
"122","Aposentado","Oswestry8_v1","-0.081900037034114","160","35","37"
"123","Aposentado","Oswestry9_v1","-0.0971216165768994","160","35","37"
"124","Aposentado","Oswestry10_v1","-0.0458230013373927","160","35","37"
"125","Aposentado","Somatoria_Owestry","-0.0354672850823945","160","35","37"
"126","Aposentado","Ord_RMDQ","-0.0619516645811982","89","27","19"
"127","Aposentado","SF12_M1_1_v1","0.0655282145797794","160","35","37"
"128","Aposentado","SF12_M1_2_v1","-0.069652676110546","160","35","37"
"129","Aposentado","SF12_M1_3_v1","-0.10625455219135","160","35","37"
"130","Aposentado","SF12_M1_4_v1","-0.128083472579695","160","35","37"
"131","Aposentado","SF12_M1_5_v1","-0.117132501240728","160","35","37"
"132","Aposentado","SF12_M1_6_v1","-0.0725730687326302","160","35","37"
"133","Aposentado","SF12_M1_7_v1","-0.150984391475208","160","35","37"
"134","Aposentado","SF12_M1_8_v1","0.081751662286084","160","35","37"
"135","Aposentado","SF12_M1_9_v1","-0.0596064265346366","160","35","37"
"136","Aposentado","SF12_M1_10_v1","-0.0217116488981285","160","35","37"
"137","Aposentado","SF12_M1_11_v1","-0.0912804956811715","160","35","37"
"138","Aposentado","SF12_M1_12_v1","-0.0669158589091684","160","35","37"
"139","Desempregado","Se_SP_haquantosanos","-0.219511225305394","18","6","1"
"140","Desempregado","QtCirColuna","0.24589518694582","99","18","29"
"141","Desempregado","Trabalho_Cansativo","-0.383928223216064","108","29","2"
"142","Desempregado","Licenca_Tempo","0.608704604126414","2","4","0"
"143","Desempregado","Tempo_dor_costas","0.168780340750796","106","28","8"
"144","Desempregado","Tempo_dor_pernas","-0.0911850095973537","106","27","8"
"145","Desempregado","Andar_velocidade","-0.122762559231319","105","27","3"
"146","Desempregado","Dor_costas_VAS","0.33508141402358","137","28","16"
"147","Desempregado","Dor_pernas_VAS","0.0978301618203458","156","30","16"
"148","Desempregado","IDADE","0.0464266122402861","159","26","17"
"149","Desempregado","BPI_3_v1","0.0547647687261911","166","30","40"
"150","Desempregado","BPI_4_v1","0.0661505918796811","166","30","40"
"151","Desempregado","BPI_5_v1","0.0282589921234608","166","30","40"
"152","Desempregado","BPI_6_v1","0.177855636994445","103","25","3"
"153","Desempregado","BPI_8_v1","0.035238270788469","113","24","23"
"154","Desempregado","BPI_9a_v1","-0.116850894093075","107","22","26"
"155","Desempregado","BPI_9b_v1","-0.171315081838054","107","22","26"
"156","Desempregado","BPI_9c_v1","0.0508195159039277","107","22","26"
"157","Desempregado","BPI_9d_v1","-0.0309456376133754","107","22","26"
"158","Desempregado","BPI_9e_v1","-0.123829243303465","107","22","26"
"159","Desempregado","BPI_9f_v1","-0.00823441914361553","107","22","26"
"160","Desempregado","BPI_9g_v1","-0.134863771375634","107","22","26"
"161","Desempregado","Oswestry1_v1","0.0275721562595682","162","29","41"
"162","Desempregado","Oswestry2_v1","0.0432661788855184","162","29","41"
"163","Desempregado","Oswestry3_v1","0.0140998950064346","162","29","41"
"164","Desempregado","Oswestry4_v1","0.000574308962257039","162","29","41"
"165","Desempregado","Oswestry5_v1","-0.0166892807633245","162","29","41"
"166","Desempregado","Oswestry6_v1","0.062349308598581","162","29","41"
"167","Desempregado","Oswestry7_v1","-0.00606806718032048","162","29","41"
"168","Desempregado","Oswestry8_v1","-0.0704442822010519","162","29","41"
"169","Desempregado","Oswestry9_v1","-0.0220508590857905","162","29","41"
"170","Desempregado","Oswestry10_v1","-0.0099335800772756","162","29","41"
"171","Desempregado","Somatoria_Owestry","0.00191963851798484","162","29","41"
"172","Desempregado","Ord_RMDQ","-0.00889438959534385","95","19","21"
"173","Desempregado","SF12_M1_1_v1","0.0372121954213588","162","29","41"
"174","Desempregado","SF12_M1_2_v1","-0.0786261447410303","162","29","41"
"175","Desempregado","SF12_M1_3_v1","-0.0814617727525645","162","29","41"
"176","Desempregado","SF12_M1_4_v1","-0.0609519269539945","162","29","41"
"177","Desempregado","SF12_M1_5_v1","-0.0855012259016699","162","29","41"
"178","Desempregado","SF12_M1_6_v1","-0.0568024324472322","162","29","41"
"179","Desempregado","SF12_M1_7_v1","-0.0123449832158545","162","29","41"
"180","Desempregado","SF12_M1_8_v1","0.165795674549121","162","29","41"
"181","Desempregado","SF12_M1_9_v1","-0.13950282598297","162","29","41"
"182","Desempregado","SF12_M1_10_v1","-0.167618629897286","162","29","41"
"183","Desempregado","SF12_M1_11_v1","-0.19462841825195","162","29","41"
"184","Desempregado","SF12_M1_12_v1","-0.115910669436704","162","29","41"
"185","Licenca_Medica","Se_SP_haquantosanos","-0.372251416100619","20","4","1"
"186","Licenca_Medica","QtCirColuna","0.228458172409143","106","11","29"
"187","Licenca_Medica","Trabalho_Cansativo","-0.312595800560899","121","18","0"
"188","Licenca_Medica","Licenca_Tempo","0.648552343618681","1","5","0"
"189","Licenca_Medica","Tempo_dor_costas","-0.0769163241291371","118","18","6"
"190","Licenca_Medica","Tempo_dor_pernas","0.123979183699482","117","18","6"
"191","Licenca_Medica","Andar_velocidade","-0.0462643070984944","116","18","1"
"192","Licenca_Medica","Dor_costas_VAS","0.181709995310605","147","19","15"
"193","Licenca_Medica","Dor_pernas_VAS","0.337853970753681","168","19","15"
"194","Licenca_Medica","IDADE","-0.0759492126584085","168","18","16"
"195","Licenca_Medica","BPI_3_v1","0.200564093154783","178","19","39"
"196","Licenca_Medica","BPI_4_v1","0.224992234175088","178","19","39"
"197","Licenca_Medica","BPI_5_v1","0.123286563869181","178","19","39"
"198","Licenca_Medica","BPI_6_v1","0.0305839235558911","111","18","2"
"199","Licenca_Medica","BPI_8_v1","0.253453652991395","122","16","22"
"200","Licenca_Medica","BPI_9a_v1","0.385243316901982","116","15","24"
"201","Licenca_Medica","BPI_9b_v1","0.336758884900143","116","15","24"
"202","Licenca_Medica","BPI_9c_v1","0.28388572239622","116","15","24"
"203","Licenca_Medica","BPI_9d_v1","0.236442519553931","116","15","24"
"204","Licenca_Medica","BPI_9e_v1","0.255669049906441","116","15","24"
"205","Licenca_Medica","BPI_9f_v1","0.219430670978645","116","15","24"
"206","Licenca_Medica","BPI_9g_v1","0.15015852202939","116","15","24"
"207","Licenca_Medica","Oswestry1_v1","0.170936893352184","174","19","39"
"208","Licenca_Medica","Oswestry2_v1","0.0373996292794756","174","19","39"
"209","Licenca_Medica","Oswestry3_v1","0.0481506473121354","174","19","39"
"210","Licenca_Medica","Oswestry4_v1","0.00142106504178409","174","19","39"
"211","Licenca_Medica","Oswestry5_v1","0.0619873456197866","174","19","39"
"212","Licenca_Medica","Oswestry6_v1","0.0849723985450867","174","19","39"
"213","Licenca_Medica","Oswestry7_v1","0.182877631062977","174","19","39"
"214","Licenca_Medica","Oswestry8_v1","-0.0674885894769587","174","19","39"
"215","Licenca_Medica","Oswestry9_v1","0.0032049033685036","174","19","39"
"216","Licenca_Medica","Oswestry10_v1","0.0138019317606686","174","19","39"
"217","Licenca_Medica","Somatoria_Owestry","0.0543157941581041","174","19","39"
"218","Licenca_Medica","Ord_RMDQ","0.291214796109723","108","7","20"
"219","Licenca_Medica","SF12_M1_1_v1","-0.0435734775398399","174","19","39"
"220","Licenca_Medica","SF12_M1_2_v1","-0.0663248907946045","174","19","39"
"221","Licenca_Medica","SF12_M1_3_v1","-0.0535085539085775","174","19","39"
"222","Licenca_Medica","SF12_M1_4_v1","-0.0336004218198259","174","19","39"
"223","Licenca_Medica","SF12_M1_5_v1","-0.0502698267318603","174","19","39"
"224","Licenca_Medica","SF12_M1_6_v1","-0.0753766568929414","174","19","39"
"225","Licenca_Medica","SF12_M1_7_v1","-0.0155566895894179","174","19","39"
"226","Licenca_Medica","SF12_M1_8_v1","0.060463690551844","174","19","39"
"227","Licenca_Medica","SF12_M1_9_v1","-0.0413866802307821","174","19","39"
"228","Licenca_Medica","SF12_M1_10_v1","-0.177865379716384","174","19","39"
"229","Licenca_Medica","SF12_M1_11_v1","-0.121114239184134","174","19","39"
"230","Licenca_Medica","SF12_M1_12_v1","0.0665287682824513","174","19","39"
"231","Aposentado_Invalidez","Se_SP_haquantosanos",NA,"25","0","0"
"232","Aposentado_Invalidez","QtCirColuna","0.668878110576698","113","4","29"
"233","Aposentado_Invalidez","Trabalho_Cansativo","-0.100674935623405","129","8","2"
"234","Aposentado_Invalidez","Licenca_Tempo","0.9999","4","2","0"
"235","Aposentado_Invalidez","Tempo_dor_costas","0.188155177328236","129","8","5"
"236","Aposentado_Invalidez","Tempo_dor_pernas","0.197177630750121","128","8","5"
"237","Aposentado_Invalidez","Andar_velocidade","-0.408420074963896","124","8","3"
"238","Aposentado_Invalidez","Dor_costas_VAS","0.142550183306148","158","8","15"
"239","Aposentado_Invalidez","Dor_pernas_VAS","0.663110192804442","177","8","17"
"240","Aposentado_Invalidez","IDADE","0.0179857751717594","177","8","17"
"241","Aposentado_Invalidez","BPI_3_v1","0.299367552924091","187","8","41"
"242","Aposentado_Invalidez","BPI_4_v1","0.176660161975048","187","8","41"
"243","Aposentado_Invalidez","BPI_5_v1","0.269372321566273","187","8","41"
"244","Aposentado_Invalidez","BPI_6_v1","0.0870089841341618","120","8","3"
"245","Aposentado_Invalidez","BPI_8_v1","0.0674648102142877","128","8","24"
"246","Aposentado_Invalidez","BPI_9a_v1","0.166611135776905","120","7","28"
"247","Aposentado_Invalidez","BPI_9b_v1","0.0401129986172785","120","7","28"
"248","Aposentado_Invalidez","BPI_9c_v1","0.295214328447196","120","7","28"
"249","Aposentado_Invalidez","BPI_9d_v1","0.211611008416195","120","7","28"
"250","Aposentado_Invalidez","BPI_9e_v1","0.101971972175339","120","7","28"
"251","Aposentado_Invalidez","BPI_9f_v1","0.185618132485641","120","7","28"
"252","Aposentado_Invalidez","BPI_9g_v1","0.0779355235787689","120","7","28"
"253","Aposentado_Invalidez","Oswestry1_v1","0.436677092692568","183","8","41"
"254","Aposentado_Invalidez","Oswestry2_v1","0.366500737372396","183","8","41"
"255","Aposentado_Invalidez","Oswestry3_v1","0.348214990224665","183","8","41"
"256","Aposentado_Invalidez","Oswestry4_v1","0.319942658165746","183","8","41"
"257","Aposentado_Invalidez","Oswestry5_v1","0.353751183746237","183","8","41"
"258","Aposentado_Invalidez","Oswestry6_v1","0.29987199856303","183","8","41"
"259","Aposentado_Invalidez","Oswestry7_v1","0.317057648083914","183","8","41"
"260","Aposentado_Invalidez","Oswestry8_v1","0.335844372275477","183","8","41"
"261","Aposentado_Invalidez","Oswestry9_v1","0.372821578015986","183","8","41"
"262","Aposentado_Invalidez","Oswestry10_v1","0.436148824338898","183","8","41"
"263","Aposentado_Invalidez","Somatoria_Owestry","0.384908722328969","183","8","41"
"264","Aposentado_Invalidez","Ord_RMDQ","0.371118693934209","109","6","20"
"265","Aposentado_Invalidez","SF12_M1_1_v1","0.442330531643844","183","8","41"
"266","Aposentado_Invalidez","SF12_M1_2_v1","-0.457555527159084","183","8","41"
"267","Aposentado_Invalidez","SF12_M1_3_v1","-0.484924144256158","183","8","41"
"268","Aposentado_Invalidez","SF12_M1_4_v1","-0.400020716656387","183","8","41"
"269","Aposentado_Invalidez","SF12_M1_5_v1","-0.428425664590605","183","8","41"
"270","Aposentado_Invalidez","SF12_M1_6_v1","-0.333337420965958","183","8","41"
"271","Aposentado_Invalidez","SF12_M1_7_v1","-0.418648648631372","183","8","41"
"272","Aposentado_Invalidez","SF12_M1_8_v1","0.42095009840356","183","8","41"
"273","Aposentado_Invalidez","SF12_M1_9_v1","-0.390951899696311","183","8","41"
"274","Aposentado_Invalidez","SF12_M1_10_v1","-0.312612213008284","183","8","41"
"275","Aposentado_Invalidez","SF12_M1_11_v1","-0.431916876616079","183","8","41"
"276","Aposentado_Invalidez","SF12_M1_12_v1","-0.421827965866624","183","8","41"
"277","Analg.e9.sicos","Se_SP_haquantosanos","0.333579671605852","8","17","0"
"278","Analg.e9.sicos","QtCirColuna","0.248048683288527","40","95","11"
"279","Analg.e9.sicos","Trabalho_Cansativo","0.0389797388560572","42","92","5"
"280","Analg.e9.sicos","Licenca_Tempo","-0.195655051326347","2","4","0"
"281","Analg.e9.sicos","Tempo_dor_costas","0.633733197683056","44","96","2"
"282","Analg.e9.sicos","Tempo_dor_pernas","0.429791308768722","43","96","2"
"283","Analg.e9.sicos","Andar_velocidade","-0.484965400343171","45","88","2"
"284","Analg.e9.sicos","Dor_costas_VAS","0.57145848409877","57","118","6"
"285","Analg.e9.sicos","Dor_pernas_VAS","0.33069227724438","63","133","6"
"286","Analg.e9.sicos","IDADE","0.0159525933170081","65","121","16"
"287","Analg.e9.sicos","BPI_3_v1","0.226977278706818","66","147","23"
"288","Analg.e9.sicos","BPI_4_v1","0.18260802749658","66","147","23"
"289","Analg.e9.sicos","BPI_5_v1","0.231807662998988","66","147","23"
"290","Analg.e9.sicos","BPI_6_v1","0.525358816279808","40","87","4"
"291","Analg.e9.sicos","BPI_8_v1","0.00913251434322172","33","113","14"
"292","Analg.e9.sicos","BPI_9a_v1","-0.0619578591635215","34","107","14"
"293","Analg.e9.sicos","BPI_9b_v1","-0.0262902482094436","34","107","14"
"294","Analg.e9.sicos","BPI_9c_v1","-0.145316323705867","34","107","14"
"295","Analg.e9.sicos","BPI_9d_v1","0.00078325199233669","34","107","14"
"296","Analg.e9.sicos","BPI_9e_v1","-0.00238011400065002","34","107","14"
"297","Analg.e9.sicos","BPI_9f_v1","-0.0696166842601116","34","107","14"
"298","Analg.e9.sicos","BPI_9g_v1","0.0278802709117306","34","107","14"
"299","Analg.e9.sicos","Oswestry1_v1","0.266119543605869","64","145","23"
"300","Analg.e9.sicos","Oswestry2_v1","0.288394049361631","64","145","23"
"301","Analg.e9.sicos","Oswestry3_v1","0.177298732758394","64","145","23"
"302","Analg.e9.sicos","Oswestry4_v1","0.246752119147835","64","145","23"
"303","Analg.e9.sicos","Oswestry5_v1","0.172045753322756","64","145","23"
"304","Analg.e9.sicos","Oswestry6_v1","0.147448805126296","64","145","23"
"305","Analg.e9.sicos","Oswestry7_v1","0.227843635664423","64","145","23"
"306","Analg.e9.sicos","Oswestry8_v1","0.221760636316213","64","145","23"
"307","Analg.e9.sicos","Oswestry9_v1","0.235803667036975","64","145","23"
"308","Analg.e9.sicos","Oswestry10_v1","0.22565465404429","64","145","23"
"309","Analg.e9.sicos","Somatoria_Owestry","0.237874033192216","64","145","23"
"310","Analg.e9.sicos","Ord_RMDQ","0.306823776997326","29","92","14"
"311","Analg.e9.sicos","SF12_M1_1_v1","0.374165665707946","64","145","23"
"312","Analg.e9.sicos","SF12_M1_2_v1","-0.381461120506979","64","145","23"
"313","Analg.e9.sicos","SF12_M1_3_v1","-0.334920923800102","64","145","23"
"314","Analg.e9.sicos","SF12_M1_4_v1","-0.373420949376006","64","145","23"
"315","Analg.e9.sicos","SF12_M1_5_v1","-0.346032744817655","64","145","23"
"316","Analg.e9.sicos","SF12_M1_6_v1","-0.421326704908232","64","145","23"
"317","Analg.e9.sicos","SF12_M1_7_v1","-0.41801990922217","64","145","23"
"318","Analg.e9.sicos","SF12_M1_8_v1","0.307779665322143","64","145","23"
"319","Analg.e9.sicos","SF12_M1_9_v1","-0.234904408250401","64","145","23"
"320","Analg.e9.sicos","SF12_M1_10_v1","-0.224821902100917","64","145","23"
"321","Analg.e9.sicos","SF12_M1_11_v1","-0.30945281271617","64","145","23"
"322","Analg.e9.sicos","SF12_M1_12_v1","-0.31853030850341","64","145","23"
"323","OutraDoenca","Se_SP_haquantosanos","0.731385749502556","12","13","0"
"324","OutraDoenca","QtCirColuna","0.0527249449607792","78","48","20"
"325","OutraDoenca","Trabalho_Cansativo","-0.225788598303751","83","52","4"
"326","OutraDoenca","Licenca_Tempo","0.304352302063207","4","2","0"
"327","OutraDoenca","Tempo_dor_costas","0.245061880535823","85","53","4"
"328","OutraDoenca","Tempo_dor_pernas","0.172542120125097","86","52","3"
"329","OutraDoenca","Andar_velocidade","-0.201339845592207","82","52","1"
"330","OutraDoenca","Dor_costas_VAS","0.156734085512486","105","67","9"
"331","OutraDoenca","Dor_pernas_VAS","0.108337943930224","120","73","9"
"332","OutraDoenca","IDADE","0.438239654571509","119","69","14"
"333","OutraDoenca","BPI_3_v1","0.18405456221906","126","79","31"
"334","OutraDoenca","BPI_4_v1","0.122482616416051","126","79","31"
"335","OutraDoenca","BPI_5_v1","0.20709527094395","126","79","31"
"336","OutraDoenca","BPI_6_v1","0.176089751466542","78","49","4"
"337","OutraDoenca","BPI_8_v1","-0.0195342565401313","87","58","15"
"338","OutraDoenca","BPI_9a_v1","0.110308577517898","83","56","16"
"339","OutraDoenca","BPI_9b_v1","0.0777235321556583","83","56","16"
"340","OutraDoenca","BPI_9c_v1","0.250776574089406","83","56","16"
"341","OutraDoenca","BPI_9d_v1","0.108682612324866","83","56","16"
"342","OutraDoenca","BPI_9e_v1","0.0668206040537981","83","56","16"
"343","OutraDoenca","BPI_9f_v1","0.1393557257508","83","56","16"
"344","OutraDoenca","BPI_9g_v1","0.0475395900929024","83","56","16"
"345","OutraDoenca","Oswestry1_v1","0.131422542610903","125","76","31"
"346","OutraDoenca","Oswestry2_v1","0.180631418072453","125","76","31"
"347","OutraDoenca","Oswestry3_v1","0.0785629876028722","125","76","31"
"348","OutraDoenca","Oswestry4_v1","0.112229995097448","125","76","31"
"349","OutraDoenca","Oswestry5_v1","0.0436946361530056","125","76","31"
"350","OutraDoenca","Oswestry6_v1","0.0558513652955434","125","76","31"
"351","OutraDoenca","Oswestry7_v1","0.0880484785606478","125","76","31"
"352","OutraDoenca","Oswestry8_v1","0.0712972280243843","125","76","31"
"353","OutraDoenca","Oswestry9_v1","0.107673847657254","125","76","31"
"354","OutraDoenca","Oswestry10_v1","0.0811167533698296","125","76","31"
"355","OutraDoenca","Somatoria_Owestry","0.10285265814997","125","76","31"
"356","OutraDoenca","Ord_RMDQ","0.131904826287028","68","52","15"
"357","OutraDoenca","SF12_M1_1_v1","0.135149316540114","125","76","31"
"358","OutraDoenca","SF12_M1_2_v1","-0.171499894227219","125","76","31"
"359","OutraDoenca","SF12_M1_3_v1","-0.143085486562236","125","76","31"
"360","OutraDoenca","SF12_M1_4_v1","-0.104804083008474","125","76","31"
"361","OutraDoenca","SF12_M1_5_v1","-0.163910324691156","125","76","31"
"362","OutraDoenca","SF12_M1_6_v1","-0.147722371280177","125","76","31"
"363","OutraDoenca","SF12_M1_7_v1","-0.141614775307389","125","76","31"
"364","OutraDoenca","SF12_M1_8_v1","0.158191537987879","125","76","31"
"365","OutraDoenca","SF12_M1_9_v1","-0.1482245680277","125","76","31"
"366","OutraDoenca","SF12_M1_10_v1","-0.0888204598826699","125","76","31"
"367","OutraDoenca","SF12_M1_11_v1","-0.16394464454546","125","76","31"
"368","OutraDoenca","SF12_M1_12_v1","-0.123485929863471","125","76","31"
