,Binaria,Ordinal,rpb,Bin_0,Bin_1,Missing
61,Cirurgia_coluna,BPI_8_v1,0.036897605,87,52,21
62,Cirurgia_coluna,BPI_9a_v1,0.05554619,128,78,26
63,Cirurgia_coluna,BPI_9b_v1,0.052602552,128,78,26
64,Cirurgia_coluna,BPI_9c_v1,0.041306289,128,78,26
65,Cirurgia_coluna,BPI_9d_v1,0.033119725,128,78,26
66,Cirurgia_coluna,BPI_9e_v1,0.030005049,128,78,26
67,Cirurgia_coluna,BPI_9f_v1,-0.018086536,128,78,26
68,Cirurgia_coluna,BPI_9g_v1,0.02684041,128,78,26
69,Cirurgia_coluna,Oswestry1_v1,0.020949287,129,77,26
70,Cirurgia_coluna,Oswestry2_v1,0.077081205,129,77,26
71,Cirurgia_coluna,Oswestry3_v1,0.106178534,129,77,26
72,Cirurgia_coluna,Oswestry4_v1,0.06349342,129,77,26
73,Cirurgia_coluna,Oswestry5_v1,0.136686589,129,77,26
74,Cirurgia_coluna,Oswestry6_v1,0.114236551,129,77,26
75,Cirurgia_coluna,Oswestry7_v1,0.054394394,129,77,26
76,Cirurgia_coluna,Oswestry8_v1,0.017763831,129,77,26
77,Cirurgia_coluna,Oswestry9_v1,0.049965599,129,77,26
78,Cirurgia_coluna,Oswestry10_v1,-0.00805244,129,77,26
79,Cirurgia_coluna,Somatoria_Owestry,0.065955437,129,77,26
80,Cirurgia_coluna,Ord_RMDQ,0.05694901,129,77,26
81,Cirurgia_coluna,SF12_M1_1_v1,-0.203695499,129,77,26
82,Cirurgia_coluna,SF12_M1_2_v1,0.09877398,129,77,26
83,Cirurgia_coluna,SF12_M1_3_v1,0.068003476,129,77,26
84,Cirurgia_coluna,SF12_M1_4_v1,0.127859519,129,77,26
85,Cirurgia_coluna,SF12_M1_5_v1,0.068568471,129,77,26
86,Cirurgia_coluna,SF12_M1_6_v1,0.090451943,129,77,26
87,Cirurgia_coluna,SF12_M1_7_v1,0.095214891,129,77,26
88,Cirurgia_coluna,SF12_M1_8_v1,-0.019875559,129,77,26
89,Cirurgia_coluna,SF12_M1_9_v1,0.017125016,129,77,26
90,Cirurgia_coluna,SF12_M1_10_v1,0.002592501,129,77,26
91,Cirurgia_coluna,SF12_M1_11_v1,0.033797562,129,77,26
92,Cirurgia_coluna,SF12_M1_12_v1,0.032630354,129,77,26
93,Aposentado,Há.quanto.tempo.em.São.Paulo.se.de.outro.local,0.131688154,16,9,0
94,Aposentado,Quantidade.de.cirurgias.na.coluna,0.191117237,102,17,27
95,Aposentado,Intensidade.do.trabalho.cansativo,-0.505101728,105,34,0
96,Aposentado,Tempo.de.licença.médica,-0.500007353,4,2,0
97,Aposentado,Tempo.com.a.dor.nas.costas,0.010016315,103,34,5
98,Aposentado,Tempo.com.a.dor.que.irradia.para.as.pernas,-0.109308173,103,33,5
99,Aposentado,Quantos.metros.consegue.andar.em.velocidade.normal,-0.214881235,103,31,1
100,Aposentado,Intensidade.da.dor.nas.costas,0.121355022,133,35,13
101,Aposentado,Intensidade.da.dor.nas.pernas,0.092038785,153,36,13
102,Aposentado,IDADE,0.585949993,155,33,14
103,Aposentado,BPI_3_v1,0.002222426,162,37,37
104,Aposentado,BPI_4_v1,-0.05721752,162,37,37
105,Aposentado,BPI_5_v1,0.005164591,162,37,37
106,Aposentado,BPI_6_v1,-0.021667005,98,31,2
107,Aposentado,BPI_8_v1,-0.212835752,116,23,21
108,Aposentado,BPI_9a_v1,0.008913511,159,36,37
109,Aposentado,BPI_9b_v1,-0.029408572,159,36,37
110,Aposentado,BPI_9c_v1,-0.014936116,159,36,37
111,Aposentado,BPI_9d_v1,0.038314947,159,36,37
112,Aposentado,BPI_9e_v1,-0.056716389,159,36,37
113,Aposentado,BPI_9f_v1,0.066151882,159,36,37
114,Aposentado,BPI_9g_v1,0.069228995,159,36,37
115,Aposentado,Oswestry1_v1,-0.002196338,160,35,37
116,Aposentado,Oswestry2_v1,0.111539027,160,35,37
117,Aposentado,Oswestry3_v1,-0.070422372,160,35,37
118,Aposentado,Oswestry4_v1,0.010694125,160,35,37
119,Aposentado,Oswestry5_v1,-0.095683386,160,35,37
120,Aposentado,Oswestry6_v1,-0.074227669,160,35,37
121,Aposentado,Oswestry7_v1,0.016442349,160,35,37
122,Aposentado,Oswestry8_v1,-0.081900037,160,35,37
123,Aposentado,Oswestry9_v1,-0.097121617,160,35,37
124,Aposentado,Oswestry10_v1,-0.045823001,160,35,37
125,Aposentado,Somatoria_Owestry,-0.035467285,160,35,37
126,Aposentado,Ord_RMDQ,0.017512095,160,35,37
127,Aposentado,SF12_M1_1_v1,0.065528215,160,35,37
128,Aposentado,SF12_M1_2_v1,-0.069652676,160,35,37
129,Aposentado,SF12_M1_3_v1,-0.106254552,160,35,37
130,Aposentado,SF12_M1_4_v1,-0.128083473,160,35,37
131,Aposentado,SF12_M1_5_v1,-0.117132501,160,35,37
132,Aposentado,SF12_M1_6_v1,-0.072573069,160,35,37
133,Aposentado,SF12_M1_7_v1,-0.150984391,160,35,37
134,Aposentado,SF12_M1_8_v1,0.081751662,160,35,37
135,Aposentado,SF12_M1_9_v1,-0.059606427,160,35,37
136,Aposentado,SF12_M1_10_v1,-0.021711649,160,35,37
137,Aposentado,SF12_M1_11_v1,-0.091280496,160,35,37
138,Aposentado,SF12_M1_12_v1,-0.066915859,160,35,37
139,Desempregado,Há.quanto.tempo.em.São.Paulo.se.de.outro.local,-0.219511225,18,6,1
140,Desempregado,Quantidade.de.cirurgias.na.coluna,0.245895187,99,18,29
141,Desempregado,Intensidade.do.trabalho.cansativo,-0.383928223,108,29,2
142,Desempregado,Tempo.de.licença.médica,0.608704604,2,4,0
143,Desempregado,Tempo.com.a.dor.nas.costas,0.168780341,106,28,8
144,Desempregado,Tempo.com.a.dor.que.irradia.para.as.pernas,-0.09118501,106,27,8
145,Desempregado,Quantos.metros.consegue.andar.em.velocidade.normal,-0.122762559,105,27,3
146,Desempregado,Intensidade.da.dor.nas.costas,0.335081414,137,28,16
147,Desempregado,Intensidade.da.dor.nas.pernas,0.097830162,156,30,16
148,Desempregado,IDADE,0.046426612,159,26,17
149,Desempregado,BPI_3_v1,0.054764769,166,30,40
150,Desempregado,BPI_4_v1,0.066150592,166,30,40
151,Desempregado,BPI_5_v1,0.028258992,166,30,40
152,Desempregado,BPI_6_v1,0.177855637,103,25,3
153,Desempregado,BPI_8_v1,0.035238271,113,24,23
154,Desempregado,BPI_9a_v1,-0.017936586,162,30,40
155,Desempregado,BPI_9b_v1,-0.053478314,162,30,40
156,Desempregado,BPI_9c_v1,0.089143445,162,30,40
157,Desempregado,BPI_9d_v1,0.03232065,162,30,40
158,Desempregado,BPI_9e_v1,-0.025089173,162,30,40
159,Desempregado,BPI_9f_v1,0.046014114,162,30,40
160,Desempregado,BPI_9g_v1,-0.042794855,162,30,40
161,Desempregado,Oswestry1_v1,0.027572156,162,29,41
162,Desempregado,Oswestry2_v1,0.043266179,162,29,41
163,Desempregado,Oswestry3_v1,0.014099895,162,29,41
164,Desempregado,Oswestry4_v1,0.000574309,162,29,41
165,Desempregado,Oswestry5_v1,-0.016689281,162,29,41
166,Desempregado,Oswestry6_v1,0.062349309,162,29,41
167,Desempregado,Oswestry7_v1,-0.006068067,162,29,41
168,Desempregado,Oswestry8_v1,-0.070444282,162,29,41
169,Desempregado,Oswestry9_v1,-0.022050859,162,29,41
170,Desempregado,Oswestry10_v1,-0.00993358,162,29,41
171,Desempregado,Somatoria_Owestry,0.001919639,162,29,41
172,Desempregado,Ord_RMDQ,0.027368128,162,29,41
173,Desempregado,SF12_M1_1_v1,0.037212195,162,29,41
174,Desempregado,SF12_M1_2_v1,-0.078626145,162,29,41
175,Desempregado,SF12_M1_3_v1,-0.081461773,162,29,41
176,Desempregado,SF12_M1_4_v1,-0.060951927,162,29,41
177,Desempregado,SF12_M1_5_v1,-0.085501226,162,29,41
178,Desempregado,SF12_M1_6_v1,-0.056802432,162,29,41
179,Desempregado,SF12_M1_7_v1,-0.012344983,162,29,41
180,Desempregado,SF12_M1_8_v1,0.165795675,162,29,41
181,Desempregado,SF12_M1_9_v1,-0.139502826,162,29,41
182,Desempregado,SF12_M1_10_v1,-0.16761863,162,29,41
183,Desempregado,SF12_M1_11_v1,-0.194628418,162,29,41
184,Desempregado,SF12_M1_12_v1,-0.115910669,162,29,41
185,Licenca_Medica,Há.quanto.tempo.em.São.Paulo.se.de.outro.local,-0.372251416,20,4,1
186,Licenca_Medica,Quantidade.de.cirurgias.na.coluna,0.228458172,106,11,29
187,Licenca_Medica,Intensidade.do.trabalho.cansativo,-0.312595801,121,18,0
188,Licenca_Medica,Tempo.de.licença.médica,0.648552344,1,5,0
189,Licenca_Medica,Tempo.com.a.dor.nas.costas,-0.076916324,118,18,6
190,Licenca_Medica,Tempo.com.a.dor.que.irradia.para.as.pernas,0.123979184,117,18,6
191,Licenca_Medica,Quantos.metros.consegue.andar.em.velocidade.normal,-0.046264307,116,18,1
192,Licenca_Medica,Intensidade.da.dor.nas.costas,0.181709995,147,19,15
193,Licenca_Medica,Intensidade.da.dor.nas.pernas,0.337853971,168,19,15
194,Licenca_Medica,IDADE,-0.075949213,168,18,16
195,Licenca_Medica,BPI_3_v1,0.200564093,178,19,39
196,Licenca_Medica,BPI_4_v1,0.224992234,178,19,39
197,Licenca_Medica,BPI_5_v1,0.123286564,178,19,39
198,Licenca_Medica,BPI_6_v1,0.030583924,111,18,2
199,Licenca_Medica,BPI_8_v1,0.253453653,122,16,22
200,Licenca_Medica,BPI_9a_v1,0.353598477,174,19,39
201,Licenca_Medica,BPI_9b_v1,0.320900748,174,19,39
202,Licenca_Medica,BPI_9c_v1,0.285790534,174,19,39
203,Licenca_Medica,BPI_9d_v1,0.253855406,174,19,39
204,Licenca_Medica,BPI_9e_v1,0.265870005,174,19,39
205,Licenca_Medica,BPI_9f_v1,0.242010901,174,19,39
206,Licenca_Medica,BPI_9g_v1,0.190873001,174,19,39
207,Licenca_Medica,Oswestry1_v1,0.170936893,174,19,39
208,Licenca_Medica,Oswestry2_v1,0.037399629,174,19,39
209,Licenca_Medica,Oswestry3_v1,0.048150647,174,19,39
210,Licenca_Medica,Oswestry4_v1,0.001421065,174,19,39
211,Licenca_Medica,Oswestry5_v1,0.061987346,174,19,39
212,Licenca_Medica,Oswestry6_v1,0.084972399,174,19,39
213,Licenca_Medica,Oswestry7_v1,0.182877631,174,19,39
214,Licenca_Medica,Oswestry8_v1,-0.067488589,174,19,39
215,Licenca_Medica,Oswestry9_v1,0.003204903,174,19,39
216,Licenca_Medica,Oswestry10_v1,0.013801932,174,19,39
217,Licenca_Medica,Somatoria_Owestry,0.054315794,174,19,39
218,Licenca_Medica,Ord_RMDQ,0.064911195,174,19,39
219,Licenca_Medica,SF12_M1_1_v1,-0.043573478,174,19,39
220,Licenca_Medica,SF12_M1_2_v1,-0.066324891,174,19,39
221,Licenca_Medica,SF12_M1_3_v1,-0.053508554,174,19,39
222,Licenca_Medica,SF12_M1_4_v1,-0.033600422,174,19,39
223,Licenca_Medica,SF12_M1_5_v1,-0.050269827,174,19,39
224,Licenca_Medica,SF12_M1_6_v1,-0.075376657,174,19,39
225,Licenca_Medica,SF12_M1_7_v1,-0.01555669,174,19,39
226,Licenca_Medica,SF12_M1_8_v1,0.060463691,174,19,39
227,Licenca_Medica,SF12_M1_9_v1,-0.04138668,174,19,39
228,Licenca_Medica,SF12_M1_10_v1,-0.17786538,174,19,39
229,Licenca_Medica,SF12_M1_11_v1,-0.121114239,174,19,39
230,Licenca_Medica,SF12_M1_12_v1,0.066528768,174,19,39
231,Aposentado_Invalidez,Há.quanto.tempo.em.São.Paulo.se.de.outro.local,NA,25,0,0
232,Aposentado_Invalidez,Quantidade.de.cirurgias.na.coluna,0.668878111,113,4,29
233,Aposentado_Invalidez,Intensidade.do.trabalho.cansativo,-0.100674936,129,8,2
234,Aposentado_Invalidez,Tempo.de.licença.médica,0.9999,4,2,0
235,Aposentado_Invalidez,Tempo.com.a.dor.nas.costas,0.188155177,129,8,5
236,Aposentado_Invalidez,Tempo.com.a.dor.que.irradia.para.as.pernas,0.197177631,128,8,5
237,Aposentado_Invalidez,Quantos.metros.consegue.andar.em.velocidade.normal,-0.408420075,124,8,3
238,Aposentado_Invalidez,Intensidade.da.dor.nas.costas,0.142550183,158,8,15
239,Aposentado_Invalidez,Intensidade.da.dor.nas.pernas,0.663110193,177,8,17
240,Aposentado_Invalidez,IDADE,0.017985775,177,8,17
241,Aposentado_Invalidez,BPI_3_v1,0.299367553,187,8,41
242,Aposentado_Invalidez,BPI_4_v1,0.176660162,187,8,41
243,Aposentado_Invalidez,BPI_5_v1,0.269372322,187,8,41
244,Aposentado_Invalidez,BPI_6_v1,0.087008984,120,8,3
245,Aposentado_Invalidez,BPI_8_v1,0.06746481,128,8,24
246,Aposentado_Invalidez,BPI_9a_v1,0.26554704,183,8,41
247,Aposentado_Invalidez,BPI_9b_v1,0.170179748,183,8,41
248,Aposentado_Invalidez,BPI_9c_v1,0.363343673,183,8,41
249,Aposentado_Invalidez,BPI_9d_v1,0.298199231,183,8,41
250,Aposentado_Invalidez,BPI_9e_v1,0.215412138,183,8,41
251,Aposentado_Invalidez,BPI_9f_v1,0.276872815,183,8,41
252,Aposentado_Invalidez,BPI_9g_v1,0.189504678,183,8,41
253,Aposentado_Invalidez,Oswestry1_v1,0.436677093,183,8,41
254,Aposentado_Invalidez,Oswestry2_v1,0.366500737,183,8,41
255,Aposentado_Invalidez,Oswestry3_v1,0.34821499,183,8,41
256,Aposentado_Invalidez,Oswestry4_v1,0.319942658,183,8,41
257,Aposentado_Invalidez,Oswestry5_v1,0.353751184,183,8,41
258,Aposentado_Invalidez,Oswestry6_v1,0.299871999,183,8,41
259,Aposentado_Invalidez,Oswestry7_v1,0.317057648,183,8,41
260,Aposentado_Invalidez,Oswestry8_v1,0.335844372,183,8,41
261,Aposentado_Invalidez,Oswestry9_v1,0.372821578,183,8,41
262,Aposentado_Invalidez,Oswestry10_v1,0.436148824,183,8,41
263,Aposentado_Invalidez,Somatoria_Owestry,0.384908722,183,8,41
264,Aposentado_Invalidez,Ord_RMDQ,0.404179956,183,8,41
265,Aposentado_Invalidez,SF12_M1_1_v1,0.442330532,183,8,41
266,Aposentado_Invalidez,SF12_M1_2_v1,-0.457555527,183,8,41
267,Aposentado_Invalidez,SF12_M1_3_v1,-0.484924144,183,8,41
268,Aposentado_Invalidez,SF12_M1_4_v1,-0.400020717,183,8,41
269,Aposentado_Invalidez,SF12_M1_5_v1,-0.428425665,183,8,41
270,Aposentado_Invalidez,SF12_M1_6_v1,-0.333337421,183,8,41
271,Aposentado_Invalidez,SF12_M1_7_v1,-0.418648649,183,8,41
272,Aposentado_Invalidez,SF12_M1_8_v1,0.420950098,183,8,41
273,Aposentado_Invalidez,SF12_M1_9_v1,-0.3909519,183,8,41
274,Aposentado_Invalidez,SF12_M1_10_v1,-0.312612213,183,8,41
275,Aposentado_Invalidez,SF12_M1_11_v1,-0.431916877,183,8,41
276,Aposentado_Invalidez,SF12_M1_12_v1,-0.421827966,183,8,41
277,Analg.e9.sicos,Há.quanto.tempo.em.São.Paulo.se.de.outro.local,0.333579672,8,17,0
278,Analg.e9.sicos,Quantidade.de.cirurgias.na.coluna,0.248048683,40,95,11
279,Analg.e9.sicos,Intensidade.do.trabalho.cansativo,0.038979739,42,92,5
280,Analg.e9.sicos,Tempo.de.licença.médica,-0.195655051,2,4,0
281,Analg.e9.sicos,Tempo.com.a.dor.nas.costas,0.633733198,44,96,2
282,Analg.e9.sicos,Tempo.com.a.dor.que.irradia.para.as.pernas,0.429791309,43,96,2
283,Analg.e9.sicos,Quantos.metros.consegue.andar.em.velocidade.normal,-0.4849654,45,88,2
284,Analg.e9.sicos,Intensidade.da.dor.nas.costas,0.571458484,57,118,6
285,Analg.e9.sicos,Intensidade.da.dor.nas.pernas,0.330692277,63,133,6
286,Analg.e9.sicos,IDADE,0.015952593,65,121,16
287,Analg.e9.sicos,BPI_3_v1,0.226977279,66,147,23
288,Analg.e9.sicos,BPI_4_v1,0.182608027,66,147,23
289,Analg.e9.sicos,BPI_5_v1,0.231807663,66,147,23
290,Analg.e9.sicos,BPI_6_v1,0.525358816,40,87,4
291,Analg.e9.sicos,BPI_8_v1,0.009132514,33,113,14
292,Analg.e9.sicos,BPI_9a_v1,0.171246325,66,143,23
293,Analg.e9.sicos,BPI_9b_v1,0.191253899,66,143,23
294,Analg.e9.sicos,BPI_9c_v1,0.119196306,66,143,23
295,Analg.e9.sicos,BPI_9d_v1,0.191385569,66,143,23
296,Analg.e9.sicos,BPI_9e_v1,0.199562097,66,143,23
297,Analg.e9.sicos,BPI_9f_v1,0.140074261,66,143,23
298,Analg.e9.sicos,BPI_9g_v1,0.198742023,66,143,23
299,Analg.e9.sicos,Oswestry1_v1,0.266119544,64,145,23
300,Analg.e9.sicos,Oswestry2_v1,0.288394049,64,145,23
301,Analg.e9.sicos,Oswestry3_v1,0.177298733,64,145,23
302,Analg.e9.sicos,Oswestry4_v1,0.246752119,64,145,23
303,Analg.e9.sicos,Oswestry5_v1,0.172045753,64,145,23
304,Analg.e9.sicos,Oswestry6_v1,0.147448805,64,145,23
305,Analg.e9.sicos,Oswestry7_v1,0.227843636,64,145,23
306,Analg.e9.sicos,Oswestry8_v1,0.221760636,64,145,23
307,Analg.e9.sicos,Oswestry9_v1,0.235803667,64,145,23
308,Analg.e9.sicos,Oswestry10_v1,0.225654654,64,145,23
309,Analg.e9.sicos,Somatoria_Owestry,0.237874033,64,145,23
310,Analg.e9.sicos,Ord_RMDQ,0.251804617,64,145,23
311,Analg.e9.sicos,SF12_M1_1_v1,0.374165666,64,145,23
312,Analg.e9.sicos,SF12_M1_2_v1,-0.381461121,64,145,23
313,Analg.e9.sicos,SF12_M1_3_v1,-0.334920924,64,145,23
314,Analg.e9.sicos,SF12_M1_4_v1,-0.373420949,64,145,23
315,Analg.e9.sicos,SF12_M1_5_v1,-0.346032745,64,145,23
316,Analg.e9.sicos,SF12_M1_6_v1,-0.421326705,64,145,23
317,Analg.e9.sicos,SF12_M1_7_v1,-0.418019909,64,145,23
318,Analg.e9.sicos,SF12_M1_8_v1,0.307779665,64,145,23
319,Analg.e9.sicos,SF12_M1_9_v1,-0.234904408,64,145,23
320,Analg.e9.sicos,SF12_M1_10_v1,-0.224821902,64,145,23
321,Analg.e9.sicos,SF12_M1_11_v1,-0.309452813,64,145,23
322,Analg.e9.sicos,SF12_M1_12_v1,-0.318530309,64,145,23
323,OutraDoenca,Há.quanto.tempo.em.São.Paulo.se.de.outro.local,0.73138575,12,13,0
324,OutraDoenca,Quantidade.de.cirurgias.na.coluna,0.052724945,78,48,20
325,OutraDoenca,Intensidade.do.trabalho.cansativo,-0.225788598,83,52,4
326,OutraDoenca,Tempo.de.licença.médica,0.304352302,4,2,0
327,OutraDoenca,Tempo.com.a.dor.nas.costas,0.245061881,85,53,4
328,OutraDoenca,Tempo.com.a.dor.que.irradia.para.as.pernas,0.17254212,86,52,3
329,OutraDoenca,Quantos.metros.consegue.andar.em.velocidade.normal,-0.201339846,82,52,1
330,OutraDoenca,Intensidade.da.dor.nas.costas,0.156734086,105,67,9
331,OutraDoenca,Intensidade.da.dor.nas.pernas,0.108337944,120,73,9
332,OutraDoenca,IDADE,0.438239655,119,69,14
333,OutraDoenca,BPI_3_v1,0.184054562,126,79,31
334,OutraDoenca,BPI_4_v1,0.122482616,126,79,31
335,OutraDoenca,BPI_5_v1,0.207095271,126,79,31
336,OutraDoenca,BPI_6_v1,0.176089751,78,49,4
337,OutraDoenca,BPI_8_v1,-0.019534257,87,58,15
338,OutraDoenca,BPI_9a_v1,0.134661887,125,76,31
339,OutraDoenca,BPI_9b_v1,0.114053763,125,76,31
340,OutraDoenca,BPI_9c_v1,0.225132429,125,76,31
341,OutraDoenca,BPI_9d_v1,0.132750103,125,76,31
342,OutraDoenca,BPI_9e_v1,0.106603573,125,76,31
343,OutraDoenca,BPI_9f_v1,0.152838915,125,76,31
344,OutraDoenca,BPI_9g_v1,0.090421146,125,76,31
345,OutraDoenca,Oswestry1_v1,0.131422543,125,76,31
346,OutraDoenca,Oswestry2_v1,0.180631418,125,76,31
347,OutraDoenca,Oswestry3_v1,0.078562988,125,76,31
348,OutraDoenca,Oswestry4_v1,0.112229995,125,76,31
349,OutraDoenca,Oswestry5_v1,0.043694636,125,76,31
350,OutraDoenca,Oswestry6_v1,0.055851365,125,76,31
351,OutraDoenca,Oswestry7_v1,0.088048479,125,76,31
352,OutraDoenca,Oswestry8_v1,0.071297228,125,76,31
353,OutraDoenca,Oswestry9_v1,0.107673848,125,76,31
354,OutraDoenca,Oswestry10_v1,0.081116753,125,76,31
355,OutraDoenca,Somatoria_Owestry,0.102852658,125,76,31
356,OutraDoenca,Ord_RMDQ,0.157449083,125,76,31
357,OutraDoenca,SF12_M1_1_v1,0.135149317,125,76,31
358,OutraDoenca,SF12_M1_2_v1,-0.171499894,125,76,31
359,OutraDoenca,SF12_M1_3_v1,-0.143085487,125,76,31
360,OutraDoenca,SF12_M1_4_v1,-0.104804083,125,76,31
361,OutraDoenca,SF12_M1_5_v1,-0.163910325,125,76,31
362,OutraDoenca,SF12_M1_6_v1,-0.147722371,125,76,31
363,OutraDoenca,SF12_M1_7_v1,-0.141614775,125,76,31
364,OutraDoenca,SF12_M1_8_v1,0.158191538,125,76,31
365,OutraDoenca,SF12_M1_9_v1,-0.148224568,125,76,31
366,OutraDoenca,SF12_M1_10_v1,-0.08882046,125,76,31
367,OutraDoenca,SF12_M1_11_v1,-0.163944645,125,76,31
368,OutraDoenca,SF12_M1_12_v1,-0.12348593,125,76,31
369,Dor_costas,Há.quanto.tempo.em.São.Paulo.se.de.outro.local,-0.200248788,4,20,1
370,Dor_costas,Quantidade.de.cirurgias.na.coluna,0.351023058,55,74,17
371,Dor_costas,Intensidade.do.trabalho.cansativo,-0.026869827,36,98,5
372,Dor_costas,Tempo.de.licença.médica,NA,0,6,0
373,Dor_costas,Tempo.com.a.dor.nas.costas,0.694225181,37,100,5
374,Dor_costas,Tempo.com.a.dor.que.irradia.para.as.pernas,0.218653474,37,98,6
375,Dor_costas,Quantos.metros.consegue.andar.em.velocidade.normal,-0.395183278,39,93,3
376,Dor_costas,Intensidade.da.dor.nas.costas,0.9999,69,112,0
377,Dor_costas,Intensidade.da.dor.nas.pernas,0.403336428,77,124,1
378,Dor_costas,IDADE,0.084859795,76,107,19
379,Dor_costas,BPI_3_v1,0.437429401,79,128,29
380,Dor_costas,BPI_4_v1,0.382860132,79,128,29
381,Dor_costas,BPI_5_v1,0.41563273,79,128,29
382,Dor_costas,BPI_6_v1,0.980412948,36,91,4
383,Dor_costas,BPI_8_v1,-0.202747747,38,107,15
384,Dor_costas,BPI_9a_v1,0.239910537,78,125,29
385,Dor_costas,BPI_9b_v1,0.220254126,78,125,29
386,Dor_costas,BPI_9c_v1,0.162571463,78,125,29
387,Dor_costas,BPI_9d_v1,0.282002972,78,125,29
388,Dor_costas,BPI_9e_v1,0.174314507,78,125,29
389,Dor_costas,BPI_9f_v1,0.161628958,78,125,29
390,Dor_costas,BPI_9g_v1,0.162256655,78,125,29
391,Dor_costas,Oswestry1_v1,0.29848594,76,126,30
392,Dor_costas,Oswestry2_v1,0.299948747,76,126,30
393,Dor_costas,Oswestry3_v1,0.214569498,76,126,30
394,Dor_costas,Oswestry4_v1,0.267418272,76,126,30
395,Dor_costas,Oswestry5_v1,0.198282208,76,126,30
396,Dor_costas,Oswestry6_v1,0.21960252,76,126,30
